id;scenario_id;region;year;input_energy_vector;output_energy_vector;technology;technology_type;parameter_name;value;unit;tags;method;source;comment
1925;1;"[""ST"",""NI""]";2030;electricity;electricity;transmission;hvac;distance;200.1149704;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1926;1;"[""MV"",""BB""]";2030;electricity;electricity;transmission;hvac;distance;137.895428;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1927;1;"[""RP"",""BW""]";2030;electricity;electricity;transmission;hvac;distance;212.9039335;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1928;1;"[""TH"",""HE""]";2030;electricity;electricity;transmission;hvac;distance;143.7050177;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1929;1;"[""ST"",""BB""]";2030;electricity;electricity;transmission;hvac;distance;85.87209252;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1930;1;"[""TH"",""BY""]";2030;electricity;electricity;transmission;hvac;distance;260.5701446;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1931;1;"[""HE"",""BY""]";2030;electricity;electricity;transmission;hvac;distance;278.9496602;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1932;1;"[""SL"",""RP""]";2030;electricity;electricity;transmission;hvac;distance;68.53191929;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1933;1;"[""SH"",""NI""]";2030;electricity;electricity;transmission;hvac;distance;159.3180456;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1934;1;"[""NI"",""HB""]";2030;electricity;electricity;transmission;hvac;distance;33.50611385;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1935;1;"[""NI"",""HH""]";2030;electricity;electricity;transmission;hvac;distance;101.3756406;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1936;1;"[""TH"",""SN""]";2030;electricity;electricity;transmission;hvac;distance;171.0444446;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1937;1;"[""SH"",""HH""]";2030;electricity;electricity;transmission;hvac;distance;72.48234325;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1938;1;"[""BE"",""BB""]";2030;electricity;electricity;transmission;hvac;distance;52.72207828;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1939;1;"[""BY"",""BW""]";2030;electricity;electricity;transmission;hvac;distance;166.6875771;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1940;1;"[""NW"",""HE""]";2030;electricity;electricity;transmission;hvac;distance;140.6230604;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1941;1;"[""SN"",""BB""]";2030;electricity;electricity;transmission;hvac;distance;187.684497;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1942;1;"[""RP"",""HE""]";2030;electricity;electricity;transmission;hvac;distance;143.812095;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1943;1;"[""RP"",""NW""]";2030;electricity;electricity;transmission;hvac;distance;170.0682886;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1944;1;"[""NW"",""NI""]";2030;electricity;electricity;transmission;hvac;distance;182.6999374;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1945;1;"[""TH"",""ST""]";2050;electricity;electricity;transmission;hvac;distance;131.6907688;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1946;1;"[""NI"",""MV""]";2050;electricity;electricity;transmission;hvac;distance;256.1171709;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1947;1;"[""TH"",""NI""]";2050;electricity;electricity;transmission;hvac;distance;252.2417702;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1948;1;"[""SN"",""BY""]";2050;electricity;electricity;transmission;hvac;distance;307.7014174;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1949;1;"[""NI"",""BB""]";2050;electricity;electricity;transmission;hvac;distance;241.7597871;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1950;1;"[""ST"",""SN""]";2050;electricity;electricity;transmission;hvac;distance;171.1948984;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1951;1;"[""SH"",""MV""]";2050;electricity;electricity;transmission;hvac;distance;186.6600139;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1952;1;"[""NI"",""HE""]";2050;electricity;electricity;transmission;hvac;distance;244.827782;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1953;1;"[""HE"",""BW""]";2050;electricity;electricity;transmission;hvac;distance;247.9668294;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1954;1;"[""ST"",""NI""]";2050;electricity;electricity;transmission;hvac;distance;200.1149704;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1955;1;"[""MV"",""BB""]";2050;electricity;electricity;transmission;hvac;distance;137.895428;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1956;1;"[""RP"",""BW""]";2050;electricity;electricity;transmission;hvac;distance;212.9039335;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1957;1;"[""TH"",""HE""]";2050;electricity;electricity;transmission;hvac;distance;143.7050177;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1958;1;"[""ST"",""BB""]";2050;electricity;electricity;transmission;hvac;distance;85.87209252;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1959;1;"[""TH"",""BY""]";2050;electricity;electricity;transmission;hvac;distance;260.5701446;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1960;1;"[""HE"",""BY""]";2050;electricity;electricity;transmission;hvac;distance;278.9496602;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1961;1;"[""SL"",""RP""]";2050;electricity;electricity;transmission;hvac;distance;68.53191929;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1962;1;"[""SH"",""NI""]";2050;electricity;electricity;transmission;hvac;distance;159.3180456;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1963;1;"[""NI"",""HB""]";2050;electricity;electricity;transmission;hvac;distance;33.50611385;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1964;1;"[""NI"",""HH""]";2050;electricity;electricity;transmission;hvac;distance;101.3756406;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1965;1;"[""TH"",""SN""]";2050;electricity;electricity;transmission;hvac;distance;171.0444446;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1966;1;"[""SH"",""HH""]";2050;electricity;electricity;transmission;hvac;distance;72.48234325;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1967;1;"[""BE"",""BB""]";2050;electricity;electricity;transmission;hvac;distance;52.72207828;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1968;1;"[""BY"",""BW""]";2050;electricity;electricity;transmission;hvac;distance;166.6875771;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1969;1;"[""NW"",""HE""]";2050;electricity;electricity;transmission;hvac;distance;140.6230604;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1970;1;"[""SN"",""BB""]";2050;electricity;electricity;transmission;hvac;distance;187.684497;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1971;1;"[""RP"",""HE""]";2050;electricity;electricity;transmission;hvac;distance;143.812095;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1972;1;"[""RP"",""NW""]";2050;electricity;electricity;transmission;hvac;distance;170.0682886;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1973;1;"[""NW"",""NI""]";2050;electricity;electricity;transmission;hvac;distance;182.6999374;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;
1974;1;"[""TH"",""ST""]";2030;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
1975;1;"[""NI"",""MV""]";2030;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
1976;1;"[""TH"",""NI""]";2030;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
1977;1;"[""SN"",""BY""]";2030;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
1978;1;"[""NI"",""BB""]";2030;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
1979;1;"[""ST"",""SN""]";2030;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
1980;1;"[""SH"",""MV""]";2030;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
1981;1;"[""NI"",""HE""]";2030;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
1982;1;"[""HE"",""BW""]";2030;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
1983;1;"[""ST"",""NI""]";2030;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
1984;1;"[""MV"",""BB""]";2030;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
1985;1;"[""RP"",""BW""]";2030;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
1986;1;"[""TH"",""HE""]";2030;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
1987;1;"[""ST"",""BB""]";2030;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
1988;1;"[""TH"",""BY""]";2030;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
1989;1;"[""HE"",""BY""]";2030;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
1990;1;"[""SL"",""RP""]";2030;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
1991;1;"[""SH"",""NI""]";2030;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
1992;1;"[""NI"",""HB""]";2030;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
1993;1;"[""NI"",""HH""]";2030;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
1994;1;"[""TH"",""SN""]";2030;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
1995;1;"[""SH"",""HH""]";2030;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
1996;1;"[""BE"",""BB""]";2030;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
1997;1;"[""BY"",""BW""]";2030;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
1998;1;"[""NW"",""HE""]";2030;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
1999;1;"[""SN"",""BB""]";2030;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
2000;1;"[""RP"",""HE""]";2030;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
2001;1;"[""RP"",""NW""]";2030;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
2002;1;"[""NW"",""NI""]";2030;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
2003;1;"[""SH"",""BW""]";2030;electricity;electricity;transmission;DC;expansion limit;4000;MW;;"{""value"": ""Assumption""}";;Suedlink
2004;1;"[""ST"",""BY""]";2030;electricity;electricity;transmission;DC;expansion limit;2000;MW;;"{""value"": ""Assumption""}";;Suedostlink
2005;1;"[""NI"",""NW""]";2030;electricity;electricity;transmission;DC;expansion limit;2000;MW;;"{""value"": ""Assumption""}";;A-Nord
2006;1;"[""TH"",""ST""]";2050;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
2007;1;"[""NI"",""MV""]";2050;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
2008;1;"[""TH"",""NI""]";2050;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
2009;1;"[""SN"",""BY""]";2050;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
2010;1;"[""NI"",""BB""]";2050;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
2011;1;"[""ST"",""SN""]";2050;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
2012;1;"[""SH"",""MV""]";2050;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
2013;1;"[""NI"",""HE""]";2050;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
2014;1;"[""HE"",""BW""]";2050;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
2015;1;"[""ST"",""NI""]";2050;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
2016;1;"[""MV"",""BB""]";2050;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
2017;1;"[""RP"",""BW""]";2050;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
2018;1;"[""TH"",""HE""]";2050;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
2019;1;"[""ST"",""BB""]";2050;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
2020;1;"[""TH"",""BY""]";2050;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
2021;1;"[""HE"",""BY""]";2050;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
2022;1;"[""SL"",""RP""]";2050;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
2023;1;"[""SH"",""NI""]";2050;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
2024;1;"[""NI"",""HB""]";2050;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
2025;1;"[""NI"",""HH""]";2050;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
2026;1;"[""TH"",""SN""]";2050;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
2027;1;"[""SH"",""HH""]";2050;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
2028;1;"[""BE"",""BB""]";2050;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
2029;1;"[""BY"",""BW""]";2050;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
2030;1;"[""NW"",""HE""]";2050;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
2031;1;"[""SN"",""BB""]";2050;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
2032;1;"[""RP"",""HE""]";2050;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
2033;1;"[""RP"",""NW""]";2050;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
2034;1;"[""NW"",""NI""]";2050;electricity;electricity;transmission;hvac;expansion limit;999999;MW;;"{""value"": ""Assumption""}";;
2035;1;"[""SH"",""BW""]";2050;electricity;electricity;transmission;DC;expansion limit;4000;MW;;"{""value"": ""Assumption""}";;Suedlink
2036;1;"[""ST"",""BY""]";2050;electricity;electricity;transmission;DC;expansion limit;2000;MW;;"{""value"": ""Assumption""}";;Suedostlink
2037;1;"[""NI"",""NW""]";2050;electricity;electricity;transmission;DC;expansion limit;2000;MW;;"{""value"": ""Assumption""}";;A-Nord
2038;1;"[""SH"",""BW""]";2030;electricity;electricity;transmission;DC;distance;633.07;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;Suedlink
2039;1;"[""ST"",""BY""]";2030;electricity;electricity;transmission;DC;distance;384.53;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;Suedostlink
2040;1;"[""SH"",""BW""]";2050;electricity;electricity;transmission;DC;distance;633.07;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;Suedlink
2041;1;"[""ST"",""BY""]";2050;electricity;electricity;transmission;DC;distance;384.53;km;;"{""value"": ""own calculation based on https://github.com/tum-ens/notebooks/blob/master/Pre-processing%20data%20for%20germany%20model.ipynb""}";;Suedostlink
2042;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH"",""Baltic"",""North""]";2030;electricity;electricity;transmission;DC;capital costs;1;€/MW/km;;"{""value"": ""Assumption""}";;
2043;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH"",""Baltic"",""North""]";2030;electricity;electricity;transmission;DC;lifetime;40;years;;"{""value"": ""Assumption""}";;
2044;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH"",""Baltic"",""North""]";2030;electricity;electricity;transmission;DC;input ratio;1;;;"{""value"": ""Assumption""}";;
2045;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH"",""Baltic"",""North""]";2030;electricity;electricity;transmission;DC;output ratio;0.97;;;"{""value"": ""Assumption""}";;
2046;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH"",""Baltic"",""North""]";2050;electricity;electricity;transmission;DC;capital costs;1;€/MW/km;;"{""value"": ""Assumption""}";;
2047;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH"",""Baltic"",""North""]";2050;electricity;electricity;transmission;DC;lifetime;40;years;;"{""value"": ""Assumption""}";;
2048;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH"",""Baltic"",""North""]";2050;electricity;electricity;transmission;DC;input ratio;1;;;"{""value"": ""Assumption""}";;
2049;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH"",""Baltic"",""North""]";2050;electricity;electricity;transmission;DC;output ratio;0.97;;;"{""value"": ""Assumption""}";;
2050;1;"[""BB""]";2016;electricity;electricity;transmission;trade import;installed capacity;153.333333;MW;;"{""value"": ""max trade import volume per year and federal state, needed for multiplication with normalised timeseries)""}";;
2051;1;"[""BW""]";2016;electricity;electricity;transmission;trade import;installed capacity;4484.5;MW;;"{""value"": ""max trade import volume per year and federal state, needed for multiplication with normalised timeseries)""}";;
2052;1;"[""BY""]";2016;electricity;electricity;transmission;trade import;installed capacity;2323.5;MW;;"{""value"": ""max trade import volume per year and federal state, needed for multiplication with normalised timeseries)""}";;
2053;1;"[""MV""]";2016;electricity;electricity;transmission;trade import;installed capacity;258.636634;MW;;"{""value"": ""max trade import volume per year and federal state, needed for multiplication with normalised timeseries)""}";;
2054;1;"[""NI""]";2016;electricity;electricity;transmission;trade import;installed capacity;1380.5;MW;;"{""value"": ""max trade import volume per year and federal state, needed for multiplication with normalised timeseries)""}";;
2055;1;"[""NW""]";2016;electricity;electricity;transmission;trade import;installed capacity;1380.5;MW;;"{""value"": ""max trade import volume per year and federal state, needed for multiplication with normalised timeseries)""}";;
2056;1;"[""RP""]";2016;electricity;electricity;transmission;trade import;installed capacity;0;MW;;"{""value"": ""max trade import volume per year and federal state, needed for multiplication with normalised timeseries)""}";;
2057;1;"[""SH""]";2016;electricity;electricity;transmission;trade import;installed capacity;2073.363366;MW;;"{""value"": ""max trade import volume per year and federal state, needed for multiplication with normalised timeseries)""}";;
2058;1;"[""SL""]";2016;electricity;electricity;transmission;trade import;installed capacity;2130.5;MW;;"{""value"": ""max trade import volume per year and federal state, needed for multiplication with normalised timeseries)""}";;
2059;1;"[""SN""]";2016;electricity;electricity;transmission;trade import;installed capacity;934;MW;;"{""value"": ""max trade import volume per year and federal state, needed for multiplication with normalised timeseries)""}";;
2060;1;"[""BB""]";2016;electricity;electricity;transmission;trade import;expansion limit;153.333333;MW;;"{""value"": ""max trade import volume per year and federal state, needed for multiplication with normalised timeseries)""}";;
2061;1;"[""BW""]";2016;electricity;electricity;transmission;trade import;expansion limit;4484.5;MW;;"{""value"": ""max trade import volume per year and federal state, needed for multiplication with normalised timeseries)""}";;
2062;1;"[""BY""]";2016;electricity;electricity;transmission;trade import;expansion limit;2323.5;MW;;"{""value"": ""max trade import volume per year and federal state, needed for multiplication with normalised timeseries)""}";;
2063;1;"[""MV""]";2016;electricity;electricity;transmission;trade import;expansion limit;258.636634;MW;;"{""value"": ""max trade import volume per year and federal state, needed for multiplication with normalised timeseries)""}";;
2064;1;"[""NI""]";2016;electricity;electricity;transmission;trade import;expansion limit;1380.5;MW;;"{""value"": ""max trade import volume per year and federal state, needed for multiplication with normalised timeseries)""}";;
2065;1;"[""NW""]";2016;electricity;electricity;transmission;trade import;expansion limit;1380.5;MW;;"{""value"": ""max trade import volume per year and federal state, needed for multiplication with normalised timeseries)""}";;
2066;1;"[""RP""]";2016;electricity;electricity;transmission;trade import;expansion limit;0;MW;;"{""value"": ""max trade import volume per year and federal state, needed for multiplication with normalised timeseries)""}";;
2067;1;"[""SH""]";2016;electricity;electricity;transmission;trade import;expansion limit;2073.363366;MW;;"{""value"": ""max trade import volume per year and federal state, needed for multiplication with normalised timeseries)""}";;
2068;1;"[""SL""]";2016;electricity;electricity;transmission;trade import;expansion limit;2130.5;MW;;"{""value"": ""max trade import volume per year and federal state, needed for multiplication with normalised timeseries)""}";;
2069;1;"[""SN""]";2016;electricity;electricity;transmission;trade import;expansion limit;934;MW;;"{""value"": ""max trade import volume per year and federal state, needed for multiplication with normalised timeseries)""}";;
2070;1;"[""BB"",""BW"",""BY"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN""]";2016;electricity;electricity;transmission;trade import;output ratio;1;;;"{""value"": ""max trade import volume per year and federal state, needed for multiplication with normalised timeseries)""}";;
2071;1;"[""BB"",""BW"",""BY"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN""]";2016;electricity;electricity;transmission;trade import;input ratio;1;;;"{""value"": ""max trade import volume per year and federal state, needed for multiplication with normalised timeseries)""}";;
2072;1;"[""BB"",""BW"",""BY"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN""]";2016;electricity;electricity;transmission;trade import;capital costs;0;€/MW;;"{""value"": ""max trade import volume per year and federal state, needed for multiplication with normalised timeseries)""}";;
2073;1;"[""BB"",""BW"",""BY"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN""]";2016;electricity;electricity;transmission;trade import;fixed costs;0;€/MW/a;;"{""value"": ""max trade import volume per year and federal state, needed for multiplication with normalised timeseries)""}";;
